Insurance Validity,Fuel Type,Engine Displacement,Year of Manufacture,ft,bt,km,transmission,ownerNo,oem,model,Wheel Size,Color,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Drive Type,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Super Charger,Turning Radius,City,price_in_lakhs
Comprehensive,Petrol,1197 cc,2015.0,Petrol,Hatchback,41469.0,Manual,2,Hyundai,Hyundai i10,13.0,Grey,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.66941091031197,20.36,DOHC,No,2.095131664346063,Kolkata,3.09
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Hatchback,6033.0,Manual,1,Maruti,Maruti Baleno,16.0,Grey,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Kolkata,6.7
Comprehensive,Petrol,796 cc,2017.0,Petrol,Hatchback,28036.0,Manual,1,Maruti,Maruti Alto 800,14.0,White,3.0,MPFi,No,3430.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,177.0,24.7,DOHC,No,4.6,Kolkata,2.69
Comprehensive,Petrol,796 cc,2014.0,Petrol,Hatchback,19631.0,Manual,1,Maruti,Maruti Alto 800,14.0,Red,3.0,MPFi,No,3395.0,1490.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,177.0,22.74,DOHC,No,4.6,Kolkata,2.48
Third Party insurance,Diesel,1198 cc,2016.0,Diesel,SUV,70000.0,Manual,1,Mahindra,Mahindra KUV 100,16.0,Others,3.0,CRDi,Yes,3675.0,1715.0,1635.0,2385.0,5 Speed,FWD,6.0,Power,"tubeless,radial",5.0,243.0,25.32,DOHC,No,5.05,Kolkata,3.0
Comprehensive,Petrol,1497 cc,2015.0,Petrol,Sedan,50000.0,Manual,1,Honda,Honda City,15.0,Silver,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.8,SOHC,No,5.3,Kolkata,4.6
Comprehensive,Diesel,2179 cc,2020.0,Diesel,SUV,33197.0,Manual,1,Mahindra,Mahindra XUV500,17.0,White,4.0,Direct Injection,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed,FWD,7.0,Power,tubeless,5.0,478.1401946475437,15.1,DOHC,No,5.6,Kolkata,10.75
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,29000.0,Manual,1,Maruti,Maruti Baleno,16.0,Grey,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Kolkata,5.7
Comprehensive,Petrol,1199 cc,2021.0,Petrol,SUV,60000.0,Automatic,1,Tata,Tata Nexon,16.0,Green,3.0,Unknown,Yes,3993.0,1811.0,1606.0,2498.0,6-Speed,FWD,5.0,Power,"tubeless,radial",5.0,350.0,16.35,DOHC,Unknown,5.1,Kolkata,9.75
Third Party insurance,Petrol,998 cc,2018.0,Petrol,Hatchback,48000.0,Manual,1,Maruti,Maruti Wagon R,14.0,Grey,3.0,Unknown,No,3599.0,1495.0,1700.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,5.0,180.0,20.51,DOHC,No,4.6,Kolkata,3.3
Third Party insurance,Petrol,814 cc,2013.0,Petrol,Hatchback,10000.0,Manual,1,Hyundai,Hyundai EON,14.0,Others,3.0,MPFI,No,3495.0,1550.0,1500.0,2380.0,5 Speed,FWD,5.0,Power,tubeless,5.0,215.0,21.1,SOHC,No,4.6,Kolkata,2.2
Comprehensive,Petrol,1197 cc,2018.0,Petrol,Hatchback,41000.0,Manual,1,Maruti,Maruti Swift,16.0,Sunset Red,4.0,MPFi,No,3840.0,1735.0,1530.0,2450.0,5,FWD,5.0,Power,tubeless,5.0,268.0,22.0,DOHC,No,4.8,Kolkata,4.95
Comprehensive,Diesel,1997 cc,2017.0,Diesel,SUV,79955.0,Manual,2,Mahindra,Mahindra Scorpio,17.0,White,4.0,CRDi,Yes,4456.0,1820.0,1995.0,2680.0,5 Speed,RWD,9.0,Power,"tubeless,radial",5.0,460.0,15.4,DOHC,No,5.4,Kolkata,8.9
Comprehensive,Diesel,2143 cc,2020.0,Diesel,Sedan,25910.0,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,17.0,White,4.0,CRDi,Yes,4686.0,2020.0,1442.0,2840.0,7 Speed,RWD,5.0,Power,"tubeless,radial",4.0,480.0,19.27,DOHC,No,5.61,Kolkata,35.0
Comprehensive,Petrol,814 cc,2018.0,Petrol,Hatchback,44446.0,Manual,2,Hyundai,Hyundai EON,14.0,Red,3.0,MPFI,No,3495.0,1550.0,1500.0,2380.0,5 Speed,FWD,5.0,Power,tubeless,5.0,215.0,21.1,SOHC,No,4.6,Kolkata,2.79
Comprehensive,Diesel,1047 cc,2018.0,Diesel,Hatchback,30658.0,Manual,1,Tata,Tata Tiago,15.0,Red,3.0,CRDi,Yes,3746.0,1647.0,1535.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,5.0,242.0,27.28,DOHC,No,4.9,Kolkata,4.24
Third Party insurance,Petrol,1497 cc,2017.0,Petrol,Sedan,44000.0,Manual,1,Honda,Honda City,15.0,Red,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.8,SOHC,No,5.3,Kolkata,5.95
Third Party insurance,Petrol,1199 cc,2017.0,Petrol,Hatchback,55073.0,Manual,1,Tata,Tata Tiago,14.0,Others,3.0,MPFi,No,3746.0,1647.0,1535.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,5.0,242.0,23.84,DOHC,No,4.9,Kolkata,3.52
Comprehensive,Petrol,1794 cc,2012.0,Petrol,Sedan,43886.0,Automatic,1,Toyota,Toyota Corolla Altis,15.0,White,4.0,EFI(Electronic Fuel Injection),No,4620.0,1776.0,1475.0,2700.0,7 Speed,FWD,5.0,Power,"tubeless,radial",4.0,475.0,14.53,DOHC,No,5.3,Kolkata,4.81
Third Party insurance,Diesel,1497 cc,2022.0,Diesel,MUV,20000.0,Manual,1,Mahindra,Mahindra Marazzo,17.0,Others,4.0,Unknown,Unknown,4585.0,1866.0,1774.0,2760.0,6 Speed,FWD,8.0,Electric,"tubeless,radial",5.0,190.0,17.3,Unknown,Unknown,5.25,Kolkata,10.9
Comprehensive,Petrol,1497 cc,2016.0,Petrol,Sedan,118569.0,Manual,2,Honda,Honda City,15.0,Silver,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.8,SOHC,No,5.3,Kolkata,4.64
Third Party insurance,Diesel,1498 cc,2014.0,Diesel,Sedan,30000.0,Manual,1,Volkswagen,Volkswagen Vento,15.0,Others,4.0,Direct Injection,Yes,4384.0,1699.0,1466.0,2552.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,454.0,20.34,DOHC,No,5.4,Kolkata,3.4
Zero Dep,Petrol,796 cc,2019.0,Petrol,Hatchback,18060.0,Manual,1,Maruti,Maruti Alto 800,14.0,Red,3.0,MPFi,No,3445.0,1490.0,1475.0,2360.0,5 Speed,FWD,5.0,Manual,tubeless,5.0,177.0,24.7,DOHC,No,4.6,Kolkata,3.52
Comprehensive,Petrol,1198 cc,2014.0,Petrol,Sedan,94042.0,Manual,1,Honda,Honda Amaze,15.0,Others,4.0,Unknown,No,3990.0,1680.0,1505.0,2405.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,400.0,18.0,SOHC,No,4.5,Kolkata,3.19
Comprehensive,Diesel,2179 cc,2017.0,Diesel,SUV,90438.0,Manual,1,Mahindra,Mahindra Scorpio,17.0,Black,4.0,CRDi,Yes,4456.0,1820.0,1995.0,2680.0,5 Speed,RWD,8.0,Power,"tubeless,radial",5.0,460.0,15.4,DOHC,No,5.4,Kolkata,10.75
Third Party insurance,Petrol,998 cc,2009.0,Petrol,Hatchback,120000.0,Manual,2,Maruti,Maruti Wagon R,14.0,Gray,3.0,MPFI,No,3595.0,1495.0,1700.0,2400.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,227.39026063840618,18.9,DOHC,No,4.6,Kolkata,1.4
Third Party insurance,Petrol,1086 cc,2009.0,Petrol,Hatchback,80000.0,Manual,1,Hyundai,Hyundai Santro Xing,13.0,Others,3.0,MPFI,No,3565.0,1525.0,1590.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.99174995973567,17.92,SOHC,No,4.4,Kolkata,1.25
Third Party insurance,Diesel,1956 cc,2018.0,Diesel,SUV,50000.0,Manual,1,Jeep,Jeep Compass,18.0,Others,4.0,CRDI,Yes,4395.0,1818.0,1640.0,2636.0,6 Speed,2WD,5.0,power,"radial,tubless",5.0,408.0,17.1,DOHC,No,9.17921373457304,Kolkata,12.0
Third Party insurance,Petrol,1197 cc,2010.0,Petrol,Hatchback,60000.0,Manual,3,Maruti,Maruti Ritz,15.0,Others,4.0,MPFI,No,3775.0,1680.0,1620.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,236.0,18.5,DOHC,No,4.7,Kolkata,1.6
Third Party insurance,Petrol,1061 cc,2010.0,Petrol,Hatchback,70000.0,Manual,2,Maruti,Maruti Estilo,16.0,Others,4.0,Unknown,Unknown,4105.649154589372,1731.5115109954831,1570.6731884057972,2548.67252318204,Unknown,Unknown,5.0,Unknown,unknown,5.0,353.75699567271124,19.5,Unknown,Unknown,6.212418272494659,Kolkata,1.2
Third Party insurance,Petrol,1451 cc,2020.0,Petrol,SUV,30000.0,Automatic,2,MG,MG Hector,17.0,Others,4.0,Unknown,Yes,4655.0,1835.0,1760.0,2750.0,6 Speed,FWD,5.0,Power,radial,5.0,587.0,13.96,Unknown,Unknown,13.900958253913913,Kolkata,14.99
Third Party insurance,Petrol,998 cc,2021.0,Petrol,SUV,975000.0,Manual,1,Kia,Kia Sonet,16.0,Black,3.0,GDi,Yes,3995.0,1790.0,1642.0,2500.0,6-Speed iMT,FWD,5.0,Electric,"tubeless,radial",5.0,392.0,18.2,Unknown,Unknown,4.802915843028181,Kolkata,9.75
Comprehensive,Diesel,1582 cc,2018.0,Diesel,SUV,55000.0,Manual,1,Hyundai,Hyundai Creta,17.0,Grey,4.0,CRDi,Yes,4270.0,1780.0,1630.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,19.67,DOHC,No,5.3,Kolkata,9.99
Third Party insurance,Diesel,2143 cc,2017.0,Diesel,Sedan,30000.0,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,17.0,Others,4.0,CRDi,Yes,4686.0,2020.0,1442.0,2840.0,7 Speed,RWD,5.0,Power,"tubeless,radial",4.0,480.0,19.27,DOHC,No,5.61,Kolkata,25.0
Comprehensive,Petrol,1197 cc,2010.0,Petrol,Hatchback,104900.0,Manual,1,Hyundai,Hyundai i10,13.0,Golden,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.66941091031197,20.36,DOHC ,No,2.095131664346063,Kolkata,1.96
Third Party insurance,Petrol,1496 cc,2018.0,Petrol,Sedan,24092.0,Manual,2,Toyota,Toyota Yaris,16.0,Brown,4.0,EFI,No,4425.0,1730.0,1495.0,2550.0,6 Speed,FWD,5.0,Power,"tubless,radial",4.0,476.0,17.1,DOHC,No,5.1,Kolkata,6.83
Third Party insurance,Diesel,1248 cc,2017.0,Diesel,Sedan,90000.0,Manual,2,Maruti,Maruti Swift Dzire,16.0,Others,4.0,CRDI,Yes,3995.0,1695.0,1555.0,2430.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,320.0,26.59,DOHC,No,4.8,Kolkata,5.0
Comprehensive,Petrol,1199 cc,2020.0,Petrol,Hatchback,28519.0,Manual,1,Tata,Tata Altroz,16.0,Golden,3.0,Unknown,No,3990.0,1755.0,1523.0,2501.0,5-Speed,Unknown,5.0,Electric,"tubeless,radial",5.0,345.0,19.33,Unknown,Unknown,5.0,Kolkata,6.49
Third Party insurance,Petrol,1199 cc,2016.0,Petrol,Hatchback,88785.0,Manual,1,Honda,Honda Jazz,15.0,Silver,4.0,PGM - Fi,No,3955.0,1694.0,1544.0,2530.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,354.0,18.7,SOHC,No,5.1,Kolkata,3.86
Third Party insurance,Petrol,1199 cc,2015.0,Petrol,Hatchback,90000.0,Manual,2,Volkswagen,Volkswagen Polo,15.0,Others,3.0,MPFI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,16.2,DOHC,No,4.97,Kolkata,3.0
Comprehensive,Diesel,2179 cc,2019.0,Diesel,MUV,79755.0,Manual,1,Tata,Tata Hexa,17.0,Blue,4.0,CRDi,Yes,4788.0,1900.0,1785.0,2850.0,6 Speed,AWD,7.0,Power,"tubeless,radial",5.0,128.0,17.6,DOHC,No,5.75,Kolkata,8.88
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Hatchback,80000.0,Manual,2,Hyundai,Hyundai i20,16.0,Silver,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Kolkata,5.6
Third Party insurance,Petrol,1198 cc,2017.0,Petrol,Hatchback,68832.0,Manual,2,Mahindra,Mahindra KUV 100 NXT,16.0,Silver,3.0,MPFI,No,3700.0,1735.0,1655.0,2385.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,243.0,18.15,DOHC,No,5.05,Kolkata,4.36
Comprehensive,Diesel,1956 cc,2017.0,Diesel,SUV,70857.0,Manual,2,Jeep,Jeep Compass,17.0,Silver,4.0,CRDI,Yes,4395.0,1818.0,1640.0,2636.0,6 Speed,4WD,5.0,Power,"radial,tubless",5.0,408.0,16.3,DOHC,No,9.17921373457304,Kolkata,10.32
Third Party insurance,Petrol,1497 cc,2010.0,Petrol,Sedan,50000.0,Manual,3,Honda,Honda City,15.0,Others,4.0,EFI (Electronic Fuel Injection),No,4420.0,1695.0,1480.0,2550.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,506.0,17.0,SOHC,No,5.3,Kolkata,2.7
Third Party insurance,Diesel,1248 cc,2015.0,Diesel,Sedan,80000.0,Manual,1,Maruti,Maruti Ciaz,16.0,Others,4.0,CRDI,Yes,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,26.21,DOHC,No,5.4,Kolkata,4.75
Third Party insurance,Diesel,1248 cc,2010.0,Diesel,Hatchback,110000.0,Manual,2,Maruti,Maruti Ritz,14.0,Others,4.0,CRDI,No,3715.0,1680.0,1620.0,2360.0,5-Speed,FWD,5.0,Power,"tubeless,radial",5.0,232.0,21.1,DOHC ,No,4.7,Kolkata,1.4
Third Party insurance,Petrol,998 cc,2013.0,Petrol,Hatchback,60000.0,Manual,1,Maruti,Maruti Wagon R,14.0,Others,3.0,Unknown,No,3599.0,1495.0,1700.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,5.0,180.0,20.51,DOHC,No,4.6,Kolkata,3.2
Third Party insurance,Petrol,1197 cc,2014.0,Petrol,Hatchback,70000.0,Manual,2,Hyundai,Hyundai Grand i10,15.0,Others,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Kolkata,3.4
Third Party insurance,Petrol,1298 cc,2011.0,Petrol,Sedan,100000.0,Manual,2,Maruti,Maruti Swift Dzire,14.0,Others,4.0,MPFI,No,4160.0,1690.0,1530.0,2390.0,5 Speed,2WD,5.0,Power,"tubeless,radial",4.0,464.0,17.5,SOHC,No,4.7,Kolkata,2.5
Comprehensive,Petrol,1197 cc,2014.0,Petrol,Sedan,38000.0,Manual,1,Hyundai,Hyundai Xcent,15.0,Silver,4.0,Direct Injection,No,3995.0,1660.0,1520.0,2425.0,5 Speed ,FWD,5.0,Power,tubeless,4.0,407.0,19.1,DOHC,No,4.7,Kolkata,3.25
Third Party insurance,Petrol,1197 cc,2013.0,Petrol,Hatchback,60000.0,Manual,5,Hyundai,Hyundai i20,14.0,Others,4.0,MPFI,No,3995.0,1710.0,1505.0,2525.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,340.10665818705604,18.5,DOHC,No,4.255793900204786,Kolkata,2.6
Comprehensive,Diesel,2494 cc,2014.0,Diesel,MUV,55000.0,Manual,2,Toyota,Toyota Innova,16.0,Silver,4.0,CRDi,Yes,4585.0,1760.0,1760.0,2750.0,5 Speed,RWD,8.0,Power,"tubeless,radial",5.0,300.0,12.99,DOHC,No,5.4,Kolkata,7.99
Third Party insurance,Petrol,1197 cc,2015.0,Petrol,Sedan,60000.0,Manual,1,Hyundai,Hyundai Xcent,15.0,Others,4.0,Direct Injection,No,3995.0,1660.0,1520.0,2425.0,5 Speed ,FWD,5.0,Power,tubeless,4.0,407.0,19.1,DOHC,No,4.7,Kolkata,4.0
Comprehensive,Petrol,998 cc,2022.0,Petrol,SUV,4034.0,Manual,1,Hyundai,Hyundai Venue,16.0,Blue,3.0,GDi,Yes,3995.0,1770.0,1605.0,2500.0,6-Speed,FWD,5.0,Electric,radial,5.0,350.0,18.27,Unknown,Unknown,4.6241043595744244,Kolkata,9.56
Comprehensive,Diesel,936 cc,2014.0,Diesel,Hatchback,28614.0,Manual,2,Chevrolet,Chevrolet Beat,15.0,Silver,3.0,Direct Injection,Yes,3640.0,1595.0,1550.0,2375.0,5 Speed,FWD,5.0,Power,tubeless,5.0,170.0,25.44,DOHC,No,4.8,Kolkata,2.1
Third Party insurance,Petrol,998 cc,2010.0,Petrol,Hatchback,60000.0,Manual,1,Maruti,Maruti Wagon R,14.0,Others,3.0,MPFI,No,3595.0,1495.0,1700.0,2400.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,227.39026063840618,18.9,DOHC,No,4.6,Kolkata,2.4
Comprehensive,Petrol,796 cc,2015.0,Petrol,Hatchback,34895.0,Manual,1,Maruti,Maruti Alto 800,14.0,White,3.0,MPFi,No,3395.0,1490.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,177.0,22.74,DOHC,No,4.6,Kolkata,2.39
Comprehensive,Petrol,1197 cc,2021.0,Petrol,Hatchback,5891.0,Automatic,1,Maruti,Maruti Baleno,16.0,Silver,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,CVT,FWD,5.0,Electric,"tubeless,radial",5.0,339.0,19.56,DOHC,No,4.9,Kolkata,8.61
Comprehensive,Petrol,1991 cc,2017.0,Petrol,Sedan,28204.0,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,17.0,Brown,4.0,Direct Injection,Yes,4879.0,2071.0,1474.0,2874.0,7 Speed,RWD,5.0,Power,"tubeless,radial",4.0,540.0,12.0,DOHC,No,5.3,Kolkata,35.0
Comprehensive,Petrol,1197 cc,2020.0,Petrol,Hatchback,17776.0,Automatic,2,Maruti,Maruti Ignis,15.0,Blue,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Kolkata,5.98
Third Party insurance,Diesel,1498 cc,2017.0,Diesel,Sedan,66000.0,Manual,1,Honda,Honda City,15.0,White,4.0,Direct Injection,Yes,4440.0,1695.0,1495.0,2600.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,26.0,DOHC,No,5.3,Kolkata,7.5
Comprehensive,Petrol,1197 cc,2020.0,Petrol,Hatchback,10667.0,Automatic,1,Maruti,Maruti Wagon R,15.0,Silver,4.0,MPFI,No,3655.0,1620.0,1675.0,2435.0,5 Speed,FWD,5.0,Power,"tubeless tyres,radial",5.0,341.0,20.52,DOHC,No,4.7,Kolkata,5.59
Comprehensive,Diesel,1493 cc,2021.0,Diesel,SUV,27218.0,Manual,1,Kia,Kia Sonet,16.0,Red,4.0,CRDi,Yes,3995.0,1790.0,1642.0,2500.0,6-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,392.0,18.4,Unknown,Unknown,4.802915843028181,Kolkata,10.35
Third Party insurance,Petrol,1998 cc,2023.0,Petrol,Coupe,170.0,Automatic,1,BMW,BMW 3 Series Gran Limousine,18.0,White,4.0,Unknown,Unknown,4823.0,1827.0,1441.0,2548.67252318204,8 Speed,RWD,5.0,Electrical,unknown,5.0,509.0211010585431,15.39,Unknown,Unknown,11.258302317328571,Kolkata,58.95
Comprehensive,Petrol,1196 cc,2015.0,Petrol,Hatchback,28000.0,Manual,1,Ford,Ford Figo,14.0,Grey,4.0,Direct Injection,No,3886.0,1695.0,1525.0,2491.0,5 Speed,FWD,5.0,EPAS,tubeless,5.0,257.0,18.16,DOHC,No,4.9,Kolkata,2.59
Third Party insurance,Petrol,2994 cc,2021.0,Petrol,Coupe,12300.0,Automatic,2,Audi,Audi S5 Sportback,19.0,Blue,6.0,TFSI,Yes,4765.0,1845.0,1390.0,2825.0,8-speed tiptronic,AWD,5.0,Unknown,"tubeless,radial",4.0,465.0,19.256888627353813,Unknown,Unknown,9.413296580729693,Kolkata,59.5
Comprehensive,Petrol,1497 cc,2020.0,Petrol,SUV,10372.0,Automatic,2,Kia,Kia Seltos,17.0,White,4.0,MPI,No,4315.0,1800.0,1645.0,2610.0,IVT,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,19.256888627353813,DOHC,Unknown,8.614012373969004,Kolkata,13.0
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Hatchback,6000.0,Manual,1,Maruti,Maruti Baleno,16.0,Blue,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Kolkata,6.5
Comprehensive,Petrol,1368 cc,2018.0,Petrol,SUV,30022.0,Automatic,1,Jeep,Jeep Compass,18.0,Grey,4.0,CRDI,Yes,4395.0,1818.0,1640.0,2636.0,7 Speed,2WD,5.0,Power,"radial,tubless",5.0,408.0,14.1,DOHC,No,9.17921373457304,Kolkata,10.99
Third Party insurance,Petrol,1368 cc,2018.0,Petrol,SUV,47000.0,Automatic,1,Jeep,Jeep Compass,17.0,White,4.0,CRDI,Yes,4395.0,1818.0,1640.0,2636.0,7 Speed,2WD,5.0,Power,"radial,tubless",5.0,408.0,16.0,DOHC,No,9.17921373457304,Kolkata,9.99
Comprehensive,Diesel,1997 cc,2021.0,Diesel,SUV,50247.0,Automatic,2,Land Rover,Land Rover Range Rover Evoque,18.0,Silicon Silver,4.0,Unknown,Yes,4371.0,2100.0,1649.0,2681.0,9-speed automatic,AWD,5.0,Power,"tubeless,radial",5.0,472.0,19.256888627353813,DOHC,Unknown,11.6,Kolkata,54.0
Zero Dep,Petrol,998 cc,2022.0,Petrol,Hatchback,2704.0,Manual,1,Maruti,Maruti S-Presso,14.0,Silver,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,21.7,Unknown,Unknown,4.5,Kolkata,5.53
Zero Dep,Petrol,998 cc,2022.0,Petrol,Hatchback,14425.0,Manual,1,Maruti,Maruti Celerio,15.0,Brown,3.0,Unknown,Unknown,3695.0,1655.0,1555.0,2435.0,5-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,313.0,24.97,DOHC,Unknown,2.3722284684443196,Kolkata,6.32
Third Party insurance,Petrol,1197 cc,2018.0,Petrol,Hatchback,40000.0,Manual,1,Maruti,Maruti Ignis,15.0,Others,4.0,MPFI,No,3700.0,1690.0,1595.0,2435.0,5 Speed,FWD,5.0,Electrical,"tubeless,radial",5.0,260.0,20.89,SOHC,No,4.7,Kolkata,3.3
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Sedan,32488.0,Automatic,2,Volkswagen,Volkswagen Vento,16.0,Silver,4.0,Direct Injection,Yes,4390.0,1699.0,1467.0,2553.0,7 Speed,FWD,5.0,Power,"tubeless,radial",4.0,494.0,18.19,SOHC,No,5.4,Kolkata,6.9
Comprehensive,Petrol,1198 cc,2012.0,Petrol,Hatchback,73949.0,Manual,2,Honda,Honda Brio,15.0,Others,4.0,PGM - Fi,No,3610.0,1680.0,1500.0,2345.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,175.0,19.4,SOHC,No,4.5,Kolkata,2.19
Third Party insurance,Petrol,998 cc,2018.0,Petrol,Hatchback,40000.0,Automatic,1,Maruti,Maruti Celerio,15.0,Silver,3.0,MPFi,No,3695.0,1600.0,1560.0,2425.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,235.0,23.1,DOHC,No,4.7,Kolkata,3.5
Comprehensive,Petrol,1197 cc,2014.0,Petrol,Hatchback,55920.0,Manual,2,Hyundai,Hyundai Grand i10,14.0,Others,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Kolkata,3.38
Third Party insurance,Petrol,1497 cc,2017.0,Petrol,SUV,30000.0,Manual,1,Ford,Ford Ecosport,16.0,Others,3.0,Direct Injection,No,3998.0,1765.0,1647.0,2519.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,352.0,17.0,DOHC,No,5.3,Kolkata,5.0
Comprehensive,Petrol,1197 cc,2014.0,Petrol,Hatchback,33805.0,Manual,1,Maruti,Maruti Swift,16.0,Others,4.0,Unknown,Unknown,3845.0,1735.0,1530.0,2450.0,5-Speed,FWD,5.0,Electric,"radial,tubeless",5.0,268.0,22.38,DOHC,Unknown,4.8,Kolkata,4.08
Comprehensive,Petrol,1197 cc,2014.0,Petrol,Sedan,73781.0,Manual,1,Hyundai,Hyundai Xcent,15.0,Others,4.0,Direct Injection,No,3995.0,1660.0,1520.0,2425.0,5 Speed ,FWD,5.0,Power,tubeless,4.0,407.0,19.1,DOHC,No,4.7,Kolkata,2.89
Third Party insurance,Petrol,796 cc,2015.0,Petrol,Hatchback,50000.0,Manual,2,Maruti,Maruti Alto 800,14.0,White,3.0,MPFi,No,3395.0,1490.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,177.0,22.74,DOHC,No,4.6,Kolkata,2.3
Third Party insurance,Petrol,1197 cc,2014.0,Petrol,Hatchback,65000.0,Manual,1,Hyundai,Hyundai i20,16.0,Red,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,295.0,18.6,DOHC,No,5.2,Kolkata,3.95
Third Party insurance,Petrol,1197 cc,2011.0,Petrol,Hatchback,48072.0,Manual,2,Hyundai,Hyundai i20,14.0,Grey,4.0,MPFI,No,3940.0,1710.0,1505.0,2525.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,319.27866038928016,18.5,DOHC,No,5.2,Kolkata,2.2
Third Party insurance,Petrol,1353 cc,2020.0,Petrol,SUV,75420.0,Automatic,1,Kia,Kia Seltos,17.0,Red,4.0,GDi,Yes,4315.0,1800.0,1645.0,2610.0,7-Speed DCT,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,16.5,DOHC,Unknown,8.614012373969004,Kolkata,12.0
